code,color,y,x1,x2,x3,x4,x5,x6,x7,Overduearea,Planneddeliveryarea,Province,City,Region,province_additional,city_additional,region_additional,firm_id,completion_pct,months_overdue,offset_discount,gov_intervention,contractor_litigation,contractor_soe,Overdue,Planned,O_rate,O_rate_clipped,full_overdue_incidence,completion_stage,completion_low_proxy,x1_int,x1_int_w,supplement_complete
xblz042,2.0,64721.58,154.53136,1.0,2.1482436,0.69265524,0.69177574771193,0.03045135059379122,0.2527564278261851,64721.58,64721.58,Gansu,兰州市,Western area,Gansu,兰州市,Western area,1.0,1.0,3.0,0.9,0.0,0.0,1.0,64721.58,64721.58,1.0,0.9999,1.0,1.0,1.0,0.0023876326875827197,0.0023876326875827197,1
xblz069,1.0,195118.33,7.0908623,1.0,1.2445054,1.8504804,0.69177574771193,0.03045135059379122,0.2527564278261851,195118.33,195118.33,Gansu,兰州市,Western area,Gansu,兰州市,Western area,1.0,3.0,1.0,1.3,2.0,0.0,0.0,195118.33,195118.33,1.0,0.9999,1.0,3.0,0.0,3.634134373741309e-05,3.634134373741309e-05,1
xblz118,3.0,58363.22,92.02850099999999,1.0,0.9960117,0.95462951,0.69177574771193,0.03045135059379122,0.2527564278261851,58363.22,58363.22,Gansu,兰州市,Western area,Gansu,兰州市,Western area,1.0,3.0,1.0,1.05,1.0,0.0,0.0,58363.22,58363.22,1.0,0.9999,1.0,3.0,0.0,0.0015768235714204938,0.0015768235714204938,1
xblz139,1.0,81370.69,22.569576,1.0,1.0520408,2.5860775,0.69177574771193,0.03045135059379122,0.2527564278261851,81370.69,109950.36,Gansu,兰州市,Western area,Gansu,兰州市,Western area,1.0,1.0,2.0,1.05,2.0,0.0,0.0,81370.69,109950.36,0.7400675177416427,0.7400675177416427,0.0,1.0,1.0,0.00020527059665834655,0.00020527059665834655,1
xbsj018,2.0,63634.8,1.3851840999999998,0.0,1.7530201,1.592183,0.69177574771193,0.03045135059379122,0.2527564278261851,63634.8,63634.8,Qinghai,西宁市,Western area,Qinghai,西宁市,Western area,2.0,2.0,1.0,1.2,3.0,0.0,0.0,63634.8,63634.8,1.0,0.9999,1.0,2.0,1.0,2.176771357810506e-05,2.176771357810506e-05,1
xbwl027,1.0,157103.61000000002,0.0,0.0,1.554537,0.65496743,0.69177574771193,0.03045135059379122,0.2527564278261851,157103.61000000002,157103.61000000002,Xinjiang Uygur,乌鲁木齐市,Western area,Xinjiang Uygur,乌鲁木齐市,Western area,2.0,2.0,1.0,1.1,3.0,0.0,1.0,157103.61000000002,157103.61000000002,1.0,0.9999,1.0,2.0,1.0,0.0,0.0,1
xbwl043,1.0,132065.24,44.228168,1.0,1.5990373,1.7301187,0.69177574771193,0.03045135059379122,0.2527564278261851,132065.24,218002.22999999998,Xinjiang Uygur,乌鲁木齐市,Western area,Xinjiang Uygur,乌鲁木齐市,Western area,2.0,1.0,3.0,0.9,2.0,0.0,0.0,132065.24,218002.22999999998,0.6057976562900297,0.6057976562900297,0.0,1.0,1.0,0.00020287942926088416,0.00020287942926088416,1
xbwl142,2.0,136620.88,0.0,0.0,1.7634316,3.1369207,0.69177574771193,0.03045135059379122,0.2527564278261851,136620.88,136620.88,Xinjiang Uygur,乌鲁木齐市,Western area,Xinjiang Uygur,乌鲁木齐市,Western area,1.0,3.0,2.0,1.1,1.0,1.0,1.0,136620.88,136620.88,1.0,0.9999,1.0,3.0,0.0,0.0,0.0,1
xbwl156,1.0,42500.69,8.6665308,1.0,1.3286178,3.1328113,0.69177574771193,0.03045135059379122,0.2527564278261851,42500.69,42500.69,Xinjiang Uygur,乌鲁木齐市,Western area,Xinjiang Uygur,乌鲁木齐市,Western area,1.0,2.0,2.0,1.1,3.0,1.0,1.0,42500.69,42500.69,1.0,0.9999,1.0,2.0,1.0,0.00020391506114371318,0.00020391506114371318,1
xbww019,1.0,39809.53,8.8235285,1.0,1.2011543,2.0785917,0.69177574771193,0.03045135059379122,0.2527564278261851,39809.53,101947.89,Gansu,武威市,Western area,Gansu,武威市,Western area,0.0,3.0,2.0,0.9,3.0,1.0,1.0,39809.53,101947.89,0.39048900374495243,0.39048900374495243,0.0,3.0,0.0,8.654939793261048e-05,8.654939793261048e-05,1
xbww147,2.0,36991.64,4.3341784,1.0,0.95445589,4.2387628,0.69177574771193,0.03045135059379122,0.2527564278261851,36991.64,36991.64,Gansu,武威市,Western area,Gansu,武威市,Western area,0.0,1.0,2.0,0.85,2.0,1.0,1.0,36991.64,36991.64,1.0,0.9999,1.0,1.0,1.0,0.00011716643003662448,0.00011716643003662448,1
xbxn031,1.0,93447.85,0.0,0.0,1.0849696,0.51062637,0.69177574771193,0.03045135059379122,0.2527564278261851,93447.85,93447.85,Qinghai,西宁市,Western area,Qinghai,西宁市,Western area,2.0,2.0,1.0,1.05,3.0,1.0,1.0,93447.85,93447.85,1.0,0.9999,1.0,2.0,1.0,0.0,0.0,1
xbxn067,1.0,116581.63,9.5325184,0.0,1.383947,0.93381758,0.69177574771193,0.03045135059379122,0.2527564278261851,116581.63,116581.63,Qinghai,西宁市,Western area,Qinghai,西宁市,Western area,1.0,3.0,1.0,1.0,2.0,1.0,1.0,116581.63,116581.63,1.0,0.9999,1.0,3.0,0.0,8.176689929622703e-05,8.176689929622703e-05,1
xbyd100,1.0,59862.840000000004,6.606249699999999,0.0,1.2789393,3.2524503,0.69177574771193,0.03045135059379122,0.2527564278261851,59862.840000000004,59862.840000000004,Gansu,兰州市,Western area,Gansu,兰州市,Western area,1.0,1.0,4.0,1.05,2.0,0.0,1.0,59862.840000000004,59862.840000000004,1.0,0.9999,1.0,1.0,1.0,0.00011035643648046099,0.00011035643648046099,1
yday039,1.0,61426.86,21.587466,1.0,1.2955097,0.37971267,0.6621007425706285,0.01779819670068548,0.22212737639704153,61426.86,61426.86,Henan,安阳市,Central area,Henan,安阳市,Central area,2.0,1.0,1.0,0.8,1.0,1.0,1.0,61426.86,61426.86,1.0,0.9999,1.0,1.0,1.0,0.0003514336562213989,0.0003514336562213989,1
yday120,1.0,44260.05,0.0,0.0,1.2085069,1.766113,0.6621007425706285,0.01779819670068548,0.22212737639704153,44260.05,165994.46,Henan,安阳市,Central area,Henan,安阳市,Central area,1.0,2.0,2.0,1.0,1.0,0.0,1.0,44260.05,165994.46,0.2666357057940368,0.2666357057940368,0.0,2.0,1.0,0.0,0.0,1
ydhb123,1.0,31460.0,0.0,0.0,1.5339114,0.76124098,0.6621007425706285,0.01779819670068548,0.22212737639704153,31460.0,43851.18,Henan,鹤壁市,Central area,Henan,鹤壁市,Central area,0.0,1.0,4.0,0.9,2.0,0.0,0.0,31460.0,43851.18,0.7174265321936605,0.7174265321936605,0.0,1.0,1.0,0.0,0.0,1
ydxx090,1.0,34124.92,6.99,1.0,1.1694802,2.3006476,0.6621007425706285,0.01779819670068548,0.22212737639704153,34124.92,159825.1,Henan,新乡市,Central area,Henan,新乡市,Central area,2.0,3.0,1.0,0.9,2.0,1.0,0.0,34124.92,159825.1,0.21351414765265278,0.21351414765265278,0.0,3.0,0.0,4.373530815873101e-05,4.373530815873101e-05,1
ydxy016,1.0,65731.14,0.0,1.0,1.3074555,2.3446537,0.6621007425706285,0.01779819670068548,0.22212737639704153,65731.14,65731.14,Henan,信阳市,Central area,Henan,信阳市,Central area,3.0,1.0,3.0,0.9,2.0,1.0,0.0,65731.14,65731.14,1.0,0.9999,1.0,1.0,1.0,0.0,0.0,1
ydxy137,1.0,32275.57,0.0,1.0,0.99977576,3.4888644,0.6621007425706285,0.01779819670068548,0.22212737639704153,32275.57,73006.73,Henan,信阳市,Central area,Henan,信阳市,Central area,3.0,3.0,3.0,1.2,1.0,0.0,1.0,32275.57,73006.73,0.4420903387947933,0.4420903387947933,0.0,3.0,0.0,0.0,0.0,1
ydzm149,1.0,51350.52,0.0,0.0,1.1289039,0.49397089,0.6621007425706285,0.01779819670068548,0.22212737639704153,51350.52,51350.52,Henan,驻马店市,Central area,Henan,驻马店市,Central area,1.0,1.0,1.0,1.0,1.0,1.0,1.0,51350.52,51350.52,1.0,0.9999,1.0,1.0,1.0,0.0,0.0,1
yxjy023,3.0,63721.28,46.429518,0.0,1.1414275,2.413108,0.7290361651282724,0.02087908830619465,0.28172538469445396,63721.28,63721.28,Henan,济源市,Central area,Henan,济源市,Central area,1.0,4.0,3.0,0.9,1.0,1.0,0.0,63721.28,63721.28,1.0,0.9999,1.0,4.0,0.0,0.0007286344216563133,0.0007286344216563133,1
yxly006,1.0,60821.93,48.058665,1.0,1.6364263,1.8208929,0.7290361651282724,0.02087908830619465,0.28172538469445396,60821.93,60821.93,Henan,洛阳市,Central area,Henan,洛阳市,Central area,2.0,5.0,4.0,1.0,1.0,1.0,0.0,60821.93,60821.93,1.0,0.9999,1.0,5.0,0.0,0.0007901535679647127,0.0007901535679647127,1
yxly017,2.0,31873.7,67.987068,0.0,1.3024355,5.7188003,0.7290361651282724,0.02087908830619465,0.28172538469445396,31873.7,31873.7,Henan,洛阳市,Central area,Henan,洛阳市,Central area,0.0,2.0,1.0,0.9,3.0,0.0,1.0,31873.7,31873.7,1.0,0.9999,1.0,2.0,1.0,0.002133014617066735,0.002133014617066735,1
yxly077,1.0,91503.73,109.84263999999999,1.0,2.0211858,1.8128387,0.7290361651282724,0.02087908830619465,0.28172538469445396,91503.73,183013.33,Henan,洛阳市,Central area,Henan,洛阳市,Central area,2.0,1.0,3.0,0.9,2.0,1.0,0.0,91503.73,183013.33,0.4999839629167996,0.4999839629167996,0.0,1.0,1.0,0.0006001892867585109,0.0006001892867585109,1
yxly080,2.0,98483.05,20.85062,1.0,2.3272599,0.20544673,0.7290361651282724,0.02087908830619465,0.28172538469445396,98483.05,98483.05,Henan,洛阳市,Central area,Henan,洛阳市,Central area,0.0,3.0,4.0,1.3,1.0,1.0,1.0,98483.05,98483.05,1.0,0.9999,1.0,3.0,0.0,0.00021171785398604124,0.00021171785398604124,1
yxly105,3.0,52966.17999999999,54.220444,1.0,1.6370017,0.8315,0.7290361651282724,0.02087908830619465,0.28172538469445396,52966.17999999999,52966.17999999999,Henan,洛阳市,Central area,Henan,洛阳市,Central area,0.0,3.0,2.0,0.85,1.0,1.0,0.0,52966.17999999999,52966.17999999999,1.0,0.9999,1.0,3.0,0.0,0.0010236804693107943,0.0010236804693107943,1
yxly162,2.0,7459.84,15.659781,0.0,1.2318997,2.4401704,0.7290361651282724,0.02087908830619465,0.28172538469445396,7459.84,56768.98,Henan,洛阳市,Central area,Henan,洛阳市,Central area,0.0,3.0,2.0,0.95,3.0,0.0,0.0,7459.84,56768.98,0.131406976133797,0.131406976133797,0.0,3.0,0.0,0.00027585101934190115,0.00027585101934190115,1
yxpd007,1.0,75146.99,15.464008,0.0,1.8541022,0.29276166,0.7290361651282724,0.02087908830619465,0.28172538469445396,75146.99,75146.99,Henan,平顶山市,Central area,Henan,平顶山市,Central area,2.0,4.0,1.0,0.8,3.0,0.0,0.0,75146.99,75146.99,1.0,0.9999,1.0,4.0,0.0,0.0002057834651793771,0.0002057834651793771,1
yxpd151,1.0,13491.49,114.57382,0.0,1.4139701,2.0795022,0.7290361651282724,0.02087908830619465,0.28172538469445396,13491.49,46644.3,Henan,平顶山市,Central area,Henan,平顶山市,Central area,0.0,5.0,1.0,1.2,1.0,1.0,0.0,13491.49,46644.3,0.2892419866950517,0.2892419866950517,0.0,5.0,0.0,0.0024563305698659856,0.0024563305698659856,1
